uniqueid,bank_account
uniqueid_11018 x Rwanda,No
uniqueid_9186 x Rwanda,No
uniqueid_10111 x Rwanda,Yes
uniqueid_10709 x Rwanda,No
uniqueid_9225 x Rwanda,No
uniqueid_11442 x Rwanda,No
uniqueid_11538 x Rwanda,No
uniqueid_11687 x Rwanda,No
uniqueid_11259 x Rwanda,No
uniqueid_10666 x Rwanda,No
uniqueid_11088 x Rwanda,No
uniqueid_8705 x Rwanda,No
uniqueid_10786 x Rwanda,No
uniqueid_11405 x Rwanda,No
uniqueid_10603 x Rwanda,No
uniqueid_11096 x Rwanda,No
uniqueid_9289 x Rwanda,Yes
uniqueid_9088 x Rwanda,No
uniqueid_8812 x Rwanda,Yes
uniqueid_9116 x Rwanda,No
uniqueid_8715 x Rwanda,No
uniqueid_10922 x Rwanda,No
uniqueid_10539 x Rwanda,No
uniqueid_11092 x Rwanda,No
uniqueid_12209 x Rwanda,No
uniqueid_9456 x Rwanda,No
uniqueid_11025 x Rwanda,Yes
uniqueid_11670 x Rwanda,No
uniqueid_11357 x Rwanda,No
uniqueid_10500 x Rwanda,No
uniqueid_9606 x Rwanda,No
uniqueid_10492 x Rwanda,No
uniqueid_10465 x Rwanda,No
uniqueid_10378 x Rwanda,Yes
uniqueid_11720 x Rwanda,Yes
uniqueid_9073 x Rwanda,No
uniqueid_10077 x Rwanda,No
uniqueid_9507 x Rwanda,No
uniqueid_9025 x Rwanda,No
uniqueid_10159 x Rwanda,No
uniqueid_10389 x Rwanda,No
uniqueid_10461 x Rwanda,No
uniqueid_10353 x Rwanda,No
uniqueid_9261 x Rwanda,No
uniqueid_8975 x Rwanda,No
uniqueid_11846 x Rwanda,No
uniqueid_8694 x Rwanda,Yes
uniqueid_9028 x Rwanda,No
uniqueid_9771 x Rwanda,No
uniqueid_10896 x Rwanda,No
uniqueid_9581 x Rwanda,No
uniqueid_11529 x Rwanda,No
uniqueid_11041 x Rwanda,No
uniqueid_9071 x Rwanda,No
uniqueid_10701 x Rwanda,Yes
uniqueid_10375 x Rwanda,No
uniqueid_10083 x Rwanda,No
uniqueid_12250 x Rwanda,No
uniqueid_10480 x Rwanda,No
uniqueid_10029 x Rwanda,No
uniqueid_11224 x Rwanda,No
uniqueid_8565 x Rwanda,No
uniqueid_9649 x Rwanda,No
uniqueid_9563 x Rwanda,No
uniqueid_11323 x Rwanda,No
uniqueid_11022 x Rwanda,Yes
uniqueid_9865 x Rwanda,No
uniqueid_11458 x Rwanda,Yes
uniqueid_9905 x Rwanda,No
uniqueid_11705 x Rwanda,No
uniqueid_9226 x Rwanda,No
uniqueid_10109 x Rwanda,Yes
uniqueid_10816 x Rwanda,No
uniqueid_9446 x Rwanda,No
uniqueid_12242 x Rwanda,No
uniqueid_10015 x Rwanda,Yes
uniqueid_12442 x Rwanda,No
uniqueid_8717 x Rwanda,No
uniqueid_8820 x Rwanda,No
uniqueid_9977 x Rwanda,No
uniqueid_11828 x Rwanda,Yes
uniqueid_9816 x Rwanda,No
uniqueid_9772 x Rwanda,No
uniqueid_9779 x Rwanda,No
uniqueid_9112 x Rwanda,Yes
uniqueid_12444 x Rwanda,No
uniqueid_10156 x Rwanda,No
uniqueid_9328 x Rwanda,No
uniqueid_9809 x Rwanda,No
uniqueid_9626 x Rwanda,Yes
uniqueid_10909 x Rwanda,No
uniqueid_9171 x Rwanda,Yes
uniqueid_11876 x Rwanda,No
uniqueid_11265 x Rwanda,Yes
uniqueid_11061 x Rwanda,No
uniqueid_9858 x Rwanda,No
uniqueid_10522 x Rwanda,No
uniqueid_9861 x Rwanda,No
uniqueid_11286 x Rwanda,No
uniqueid_10348 x Rwanda,No
uniqueid_11255 x Rwanda,No
uniqueid_9898 x Rwanda,No
uniqueid_9899 x Rwanda,No
uniqueid_9532 x Rwanda,No
uniqueid_10648 x Rwanda,Yes
uniqueid_10838 x Rwanda,Yes
uniqueid_12204 x Rwanda,No
uniqueid_9944 x Rwanda,No
uniqueid_9946 x Rwanda,No
uniqueid_10147 x Rwanda,No
uniqueid_12099 x Rwanda,No
uniqueid_11672 x Rwanda,No
uniqueid_10950 x Rwanda,No
uniqueid_9062 x Rwanda,No
uniqueid_12314 x Rwanda,No
uniqueid_10004 x Rwanda,No
uniqueid_10005 x Rwanda,No
uniqueid_8535 x Rwanda,No
uniqueid_11638 x Rwanda,No
uniqueid_12300 x Rwanda,No
uniqueid_10618 x Rwanda,No
uniqueid_12001 x Rwanda,No
uniqueid_10237 x Rwanda,Yes
uniqueid_11376 x Rwanda,No
uniqueid_9620 x Rwanda,No
uniqueid_10563 x Rwanda,No
uniqueid_9495 x Rwanda,Yes
uniqueid_8633 x Rwanda,No
uniqueid_9160 x Rwanda,Yes
uniqueid_12057 x Rwanda,No
uniqueid_10100 x Rwanda,Yes
uniqueid_12207 x Rwanda,Yes
uniqueid_9465 x Rwanda,No
uniqueid_11598 x Rwanda,Yes
uniqueid_10182 x Rwanda,Yes
uniqueid_11518 x Rwanda,Yes
uniqueid_11229 x Rwanda,No
uniqueid_10279 x Rwanda,Yes
uniqueid_11247 x Rwanda,No
uniqueid_11149 x Rwanda,Yes
uniqueid_8924 x Rwanda,No
uniqueid_10727 x Rwanda,No
uniqueid_8746 x Rwanda,No
uniqueid_10349 x Rwanda,No
uniqueid_11524 x Rwanda,Yes
uniqueid_6770 x Tanzania,Yes
uniqueid_9433 x Tanzania,Yes
uniqueid_9182 x Tanzania,Yes
uniqueid_8048 x Tanzania,Yes
uniqueid_8465 x Tanzania,No
uniqueid_7389 x Tanzania,Yes
uniqueid_8544 x Tanzania,Yes
uniqueid_7659 x Tanzania,Yes
uniqueid_8083 x Tanzania,No
uniqueid_6761 x Tanzania,Yes
uniqueid_7480 x Tanzania,No
uniqueid_8045 x Tanzania,Yes
uniqueid_8395 x Tanzania,Yes
uniqueid_8246 x Tanzania,Yes
uniqueid_7299 x Tanzania,No
uniqueid_7468 x Tanzania,Yes
uniqueid_8603 x Tanzania,Yes
uniqueid_9318 x Tanzania,No
uniqueid_8323 x Tanzania,Yes
uniqueid_8094 x Tanzania,Yes
uniqueid_6763 x Tanzania,Yes
uniqueid_8262 x Tanzania,Yes
uniqueid_8963 x Tanzania,No
uniqueid_8416 x Tanzania,No
uniqueid_6766 x Tanzania,Yes
uniqueid_6909 x Tanzania,Yes
uniqueid_7881 x Tanzania,Yes
uniqueid_8243 x Tanzania,No
uniqueid_6795 x Tanzania,Yes
uniqueid_6738 x Tanzania,Yes
uniqueid_6996 x Tanzania,No
uniqueid_9066 x Tanzania,Yes
uniqueid_7229 x Tanzania,No
uniqueid_8644 x Tanzania,No
uniqueid_6948 x Tanzania,No
uniqueid_7432 x Tanzania,Yes
uniqueid_7022 x Tanzania,Yes
uniqueid_7661 x Tanzania,No
uniqueid_9420 x Tanzania,No
uniqueid_7606 x Tanzania,Yes
uniqueid_7726 x Tanzania,Yes
uniqueid_8939 x Tanzania,No
uniqueid_7929 x Tanzania,No
uniqueid_8502 x Tanzania,Yes
uniqueid_7689 x Tanzania,No
uniqueid_9351 x Tanzania,Yes
uniqueid_9187 x Tanzania,Yes
uniqueid_8248 x Tanzania,Yes
uniqueid_6642 x Tanzania,No
uniqueid_8528 x Tanzania,No
uniqueid_8480 x Tanzania,No
uniqueid_7066 x Tanzania,No
uniqueid_9070 x Tanzania,Yes
uniqueid_7665 x Tanzania,Yes
uniqueid_6651 x Tanzania,Yes
uniqueid_9246 x Tanzania,No
uniqueid_8793 x Tanzania,Yes
uniqueid_8499 x Tanzania,Yes
uniqueid_8716 x Tanzania,Yes
uniqueid_7221 x Tanzania,Yes
uniqueid_7765 x Tanzania,Yes
uniqueid_7197 x Tanzania,Yes
uniqueid_8461 x Tanzania,Yes
uniqueid_7750 x Tanzania,No
uniqueid_7377 x Tanzania,No
uniqueid_8472 x Tanzania,Yes
uniqueid_7220 x Tanzania,No
uniqueid_9166 x Tanzania,Yes
uniqueid_9074 x Tanzania,Yes
uniqueid_9013 x Tanzania,Yes
uniqueid_9447 x Tanzania,Yes
uniqueid_8218 x Tanzania,Yes
uniqueid_9290 x Tanzania,Yes
uniqueid_6756 x Tanzania,Yes
uniqueid_9399 x Tanzania,Yes
uniqueid_7058 x Tanzania,No
uniqueid_9175 x Tanzania,No
uniqueid_7444 x Tanzania,No
uniqueid_8463 x Tanzania,Yes
uniqueid_8224 x Tanzania,Yes
uniqueid_7243 x Tanzania,No
uniqueid_8343 x Tanzania,Yes
uniqueid_8721 x Tanzania,Yes
uniqueid_6928 x Tanzania,Yes
uniqueid_9445 x Tanzania,Yes
uniqueid_9308 x Tanzania,Yes
uniqueid_8184 x Tanzania,Yes
uniqueid_7676 x Tanzania,Yes
uniqueid_7989 x Tanzania,No
uniqueid_6828 x Tanzania,Yes
uniqueid_7365 x Tanzania,No
uniqueid_6886 x Tanzania,No
uniqueid_7032 x Tanzania,No
uniqueid_8520 x Tanzania,Yes
uniqueid_6697 x Tanzania,Yes
uniqueid_8282 x Tanzania,No
uniqueid_8875 x Tanzania,No
uniqueid_7705 x Tanzania,No
uniqueid_8051 x Tanzania,No
uniqueid_9164 x Tanzania,No
uniqueid_8017 x Tanzania,Yes
uniqueid_8166 x Tanzania,Yes
uniqueid_8159 x Tanzania,Yes
uniqueid_8946 x Tanzania,Yes
uniqueid_7101 x Tanzania,Yes
uniqueid_9226 x Tanzania,No
uniqueid_7812 x Tanzania,No
uniqueid_7863 x Tanzania,No
uniqueid_9395 x Tanzania,Yes
uniqueid_7736 x Tanzania,Yes
uniqueid_8986 x Tanzania,No
uniqueid_9022 x Tanzania,Yes
uniqueid_6943 x Tanzania,Yes
uniqueid_7169 x Tanzania,Yes
uniqueid_9199 x Tanzania,Yes
uniqueid_7287 x Tanzania,Yes
uniqueid_8996 x Tanzania,Yes
uniqueid_8979 x Tanzania,Yes
uniqueid_7899 x Tanzania,Yes
uniqueid_7740 x Tanzania,No
uniqueid_8413 x Tanzania,No
uniqueid_7871 x Tanzania,Yes
uniqueid_8077 x Tanzania,No
uniqueid_6845 x Tanzania,Yes
uniqueid_7457 x Tanzania,No
uniqueid_7350 x Tanzania,Yes
uniqueid_9054 x Tanzania,Yes
uniqueid_7078 x Tanzania,Yes
uniqueid_7372 x Tanzania,No
uniqueid_6710 x Tanzania,Yes
uniqueid_7329 x Tanzania,No
uniqueid_8325 x Tanzania,No
uniqueid_7779 x Tanzania,Yes
uniqueid_6835 x Tanzania,Yes
uniqueid_8816 x Tanzania,Yes
uniqueid_7820 x Tanzania,Yes
uniqueid_9053 x Tanzania,Yes
uniqueid_6920 x Tanzania,No
uniqueid_7596 x Tanzania,Yes
uniqueid_7079 x Tanzania,Yes
uniqueid_9248 x Tanzania,Yes
uniqueid_8146 x Tanzania,No
uniqueid_6906 x Tanzania,Yes
uniqueid_8204 x Tanzania,Yes
uniqueid_9254 x Tanzania,Yes
uniqueid_7712 x Tanzania,No
uniqueid_7814 x Tanzania,Yes
uniqueid_9403 x Tanzania,Yes
uniqueid_6832 x Tanzania,Yes
uniqueid_7619 x Tanzania,No
uniqueid_9428 x Tanzania,Yes
uniqueid_9146 x Tanzania,Yes
uniqueid_8640 x Tanzania,Yes
uniqueid_9241 x Tanzania,Yes
uniqueid_8910 x Tanzania,No
uniqueid_7057 x Tanzania,Yes
uniqueid_8668 x Tanzania,Yes
uniqueid_7519 x Tanzania,No
uniqueid_8643 x Tanzania,Yes
uniqueid_7311 x Tanzania,No
uniqueid_8848 x Tanzania,Yes
uniqueid_7629 x Tanzania,No
uniqueid_6934 x Tanzania,Yes
uniqueid_9168 x Tanzania,Yes
uniqueid_9382 x Tanzania,Yes
uniqueid_7885 x Tanzania,Yes
uniqueid_8681 x Tanzania,No
uniqueid_7759 x Tanzania,Yes
uniqueid_7770 x Tanzania,Yes
uniqueid_7580 x Tanzania,No
uniqueid_8974 x Tanzania,Yes
uniqueid_7485 x Tanzania,Yes
uniqueid_8524 x Tanzania,Yes
uniqueid_6839 x Tanzania,No
uniqueid_8152 x Tanzania,Yes
uniqueid_6916 x Tanzania,Yes
uniqueid_7715 x Tanzania,Yes
uniqueid_9149 x Tanzania,Yes
uniqueid_8882 x Tanzania,No
uniqueid_8441 x Tanzania,Yes
uniqueid_7237 x Tanzania,Yes
uniqueid_6944 x Tanzania,Yes
uniqueid_7046 x Tanzania,No
uniqueid_8032 x Tanzania,Yes
uniqueid_9343 x Tanzania,Yes
uniqueid_8691 x Tanzania,Yes
uniqueid_7136 x Tanzania,Yes
uniqueid_7304 x Tanzania,No
uniqueid_7696 x Tanzania,No
uniqueid_7978 x Tanzania,No
uniqueid_7141 x Tanzania,Yes
uniqueid_6749 x Tanzania,No
uniqueid_8187 x Tanzania,Yes
uniqueid_8348 x Tanzania,Yes
uniqueid_9181 x Tanzania,No
uniqueid_6676 x Tanzania,Yes
uniqueid_7040 x Tanzania,Yes
uniqueid_9394 x Tanzania,No
uniqueid_8460 x Tanzania,No
uniqueid_6998 x Tanzania,No
uniqueid_7131 x Tanzania,Yes
uniqueid_6729 x Tanzania,Yes
uniqueid_9032 x Tanzania,No
uniqueid_8686 x Tanzania,No
uniqueid_7106 x Tanzania,Yes
uniqueid_6664 x Tanzania,Yes
uniqueid_7952 x Tanzania,No
uniqueid_7564 x Tanzania,Yes
uniqueid_7373 x Tanzania,Yes
uniqueid_8606 x Tanzania,No
uniqueid_6638 x Tanzania,No
uniqueid_7041 x Tanzania,Yes
uniqueid_8924 x Tanzania,Yes
uniqueid_8392 x Tanzania,No
uniqueid_6979 x Tanzania,Yes
uniqueid_8347 x Tanzania,Yes
uniqueid_7993 x Tanzania,No
uniqueid_9123 x Tanzania,Yes
uniqueid_8744 x Tanzania,Yes
uniqueid_9307 x Tanzania,Yes
uniqueid_8546 x Tanzania,Yes
uniqueid_7533 x Tanzania,Yes
uniqueid_7932 x Tanzania,No
uniqueid_8596 x Tanzania,Yes
uniqueid_7703 x Tanzania,Yes
uniqueid_6915 x Tanzania,Yes
uniqueid_7035 x Tanzania,Yes
uniqueid_7507 x Tanzania,No
uniqueid_8983 x Tanzania,Yes
uniqueid_7558 x Tanzania,No
uniqueid_8134 x Tanzania,Yes
uniqueid_8220 x Tanzania,No
uniqueid_7258 x Tanzania,Yes
uniqueid_9079 x Tanzania,No
uniqueid_8515 x Tanzania,No
uniqueid_7724 x Tanzania,Yes
uniqueid_9076 x Tanzania,Yes
uniqueid_9355 x Tanzania,Yes
uniqueid_7680 x Tanzania,Yes
uniqueid_7891 x Tanzania,Yes
uniqueid_6716 x Tanzania,Yes
uniqueid_8349 x Tanzania,Yes
uniqueid_6721 x Tanzania,No
uniqueid_9174 x Tanzania,No
uniqueid_9429 x Tanzania,No
uniqueid_9229 x Tanzania,Yes
uniqueid_8228 x Tanzania,No
uniqueid_8253 x Tanzania,Yes
uniqueid_7536 x Tanzania,Yes
uniqueid_6753 x Tanzania,No
uniqueid_8420 x Tanzania,No
uniqueid_6688 x Tanzania,Yes
uniqueid_6733 x Tanzania,Yes
uniqueid_8330 x Tanzania,Yes
uniqueid_7312 x Tanzania,Yes
uniqueid_9060 x Tanzania,Yes
uniqueid_7930 x Tanzania,Yes
uniqueid_8221 x Tanzania,Yes
uniqueid_7707 x Tanzania,Yes
uniqueid_7320 x Tanzania,No
uniqueid_7493 x Tanzania,Yes
uniqueid_6677 x Tanzania,No
uniqueid_8959 x Tanzania,No
uniqueid_9453 x Tanzania,Yes
uniqueid_8310 x Tanzania,Yes
uniqueid_6667 x Tanzania,Yes
uniqueid_7509 x Tanzania,Yes
uniqueid_7161 x Tanzania,No
uniqueid_7652 x Tanzania,No
uniqueid_8901 x Tanzania,Yes
uniqueid_8809 x Tanzania,Yes
uniqueid_9269 x Tanzania,Yes
uniqueid_6905 x Tanzania,Yes
uniqueid_8195 x Tanzania,No
uniqueid_6971 x Tanzania,No
uniqueid_8171 x Tanzania,Yes
uniqueid_7034 x Tanzania,No
uniqueid_8389 x Tanzania,Yes
uniqueid_7150 x Tanzania,Yes
uniqueid_7862 x Tanzania,No
uniqueid_9376 x Tanzania,Yes
uniqueid_6794 x Tanzania,No
uniqueid_7723 x Tanzania,Yes
uniqueid_7417 x Tanzania,No
uniqueid_8233 x Tanzania,No
uniqueid_7907 x Tanzania,No
uniqueid_9020 x Tanzania,Yes
uniqueid_7424 x Tanzania,Yes
uniqueid_9094 x Tanzania,No
uniqueid_8511 x Tanzania,Yes
uniqueid_7709 x Tanzania,Yes
uniqueid_7510 x Tanzania,No
uniqueid_7174 x Tanzania,Yes
uniqueid_7640 x Tanzania,Yes
uniqueid_7099 x Tanzania,Yes
uniqueid_7516 x Tanzania,Yes
uniqueid_9262 x Tanzania,Yes
uniqueid_9315 x Tanzania,No
uniqueid_7265 x Tanzania,No
uniqueid_8662 x Tanzania,No
uniqueid_6652 x Tanzania,Yes
uniqueid_8864 x Tanzania,No
uniqueid_9147 x Tanzania,Yes
uniqueid_8801 x Tanzania,Yes
uniqueid_8616 x Tanzania,No
uniqueid_9157 x Tanzania,Yes
uniqueid_7977 x Tanzania,No
uniqueid_8036 x Tanzania,Yes
uniqueid_8785 x Tanzania,No
uniqueid_6814 x Tanzania,Yes
uniqueid_7408 x Tanzania,No
uniqueid_8334 x Tanzania,Yes
uniqueid_8984 x Tanzania,No
uniqueid_8987 x Tanzania,Yes
uniqueid_8999 x Tanzania,No
uniqueid_7334 x Tanzania,No
uniqueid_7319 x Tanzania,Yes
uniqueid_7097 x Tanzania,Yes
uniqueid_9077 x Tanzania,No
uniqueid_7984 x Tanzania,Yes
uniqueid_6888 x Tanzania,Yes
uniqueid_7954 x Tanzania,Yes
uniqueid_8227 x Tanzania,Yes
uniqueid_7643 x Tanzania,Yes
uniqueid_8761 x Tanzania,No
uniqueid_7091 x Tanzania,Yes
uniqueid_8071 x Tanzania,No
uniqueid_8592 x Tanzania,No
uniqueid_7192 x Tanzania,Yes
uniqueid_9126 x Tanzania,Yes
uniqueid_9284 x Tanzania,No
uniqueid_6786 x Tanzania,Yes
uniqueid_8714 x Tanzania,Yes
uniqueid_6804 x Tanzania,Yes
uniqueid_7440 x Tanzania,Yes
uniqueid_7647 x Tanzania,Yes
uniqueid_7244 x Tanzania,Yes
uniqueid_8247 x Tanzania,Yes
uniqueid_6985 x Tanzania,No
uniqueid_7926 x Tanzania,Yes
uniqueid_8468 x Tanzania,No
uniqueid_7918 x Tanzania,Yes
uniqueid_7657 x Tanzania,Yes
uniqueid_7163 x Tanzania,Yes
uniqueid_8664 x Tanzania,Yes
uniqueid_6732 x Tanzania,Yes
uniqueid_8165 x Tanzania,Yes
uniqueid_6655 x Tanzania,No
uniqueid_8654 x Tanzania,No
uniqueid_7298 x Tanzania,Yes
uniqueid_9334 x Tanzania,No
uniqueid_8107 x Tanzania,No
uniqueid_8522 x Tanzania,Yes
uniqueid_7739 x Tanzania,Yes
uniqueid_9279 x Tanzania,No
uniqueid_7031 x Tanzania,Yes
uniqueid_6736 x Tanzania,No
uniqueid_7354 x Tanzania,Yes
uniqueid_6872 x Tanzania,Yes
uniqueid_6645 x Tanzania,No
uniqueid_6647 x Tanzania,Yes
uniqueid_6825 x Tanzania,Yes
uniqueid_8369 x Tanzania,Yes
uniqueid_8885 x Tanzania,Yes
uniqueid_7798 x Tanzania,Yes
uniqueid_8676 x Tanzania,Yes
uniqueid_6682 x Tanzania,Yes
uniqueid_7435 x Tanzania,No
uniqueid_8774 x Tanzania,Yes
uniqueid_6692 x Tanzania,No
uniqueid_6693 x Tanzania,Yes
uniqueid_6702 x Tanzania,Yes
uniqueid_6703 x Tanzania,No
uniqueid_8346 x Tanzania,No
uniqueid_6709 x Tanzania,Yes
uniqueid_8966 x Tanzania,No
uniqueid_6715 x Tanzania,Yes
uniqueid_6726 x Tanzania,Yes
uniqueid_6735 x Tanzania,Yes
uniqueid_6740 x Tanzania,No
uniqueid_7970 x Tanzania,No
uniqueid_8636 x Tanzania,Yes
uniqueid_6977 x Tanzania,Yes
uniqueid_8808 x Tanzania,Yes
uniqueid_6762 x Tanzania,Yes
uniqueid_6768 x Tanzania,Yes
uniqueid_9417 x Tanzania,No
uniqueid_7251 x Tanzania,No
uniqueid_6796 x Tanzania,Yes
uniqueid_6806 x Tanzania,Yes
uniqueid_8471 x Tanzania,Yes
uniqueid_6864 x Tanzania,Yes
uniqueid_6821 x Tanzania,Yes
uniqueid_6826 x Tanzania,Yes
uniqueid_6827 x Tanzania,Yes
uniqueid_6830 x Tanzania,Yes
uniqueid_6833 x Tanzania,Yes
uniqueid_6834 x Tanzania,Yes
uniqueid_7797 x Tanzania,Yes
uniqueid_6837 x Tanzania,Yes
uniqueid_6841 x Tanzania,Yes
uniqueid_6859 x Tanzania,No
uniqueid_6861 x Tanzania,Yes
uniqueid_8789 x Tanzania,Yes
uniqueid_6793 x Tanzania,Yes
uniqueid_6875 x Tanzania,Yes
uniqueid_6880 x Tanzania,Yes
uniqueid_6894 x Tanzania,Yes
uniqueid_6897 x Tanzania,No
uniqueid_6899 x Tanzania,Yes
uniqueid_6902 x Tanzania,Yes
uniqueid_7617 x Tanzania,Yes
uniqueid_6919 x Tanzania,Yes
uniqueid_8602 x Tanzania,Yes
uniqueid_6932 x Tanzania,Yes
uniqueid_8891 x Tanzania,Yes
uniqueid_8930 x Tanzania,No
uniqueid_6947 x Tanzania,No
uniqueid_6978 x Tanzania,Yes
uniqueid_8878 x Tanzania,Yes
uniqueid_8618 x Tanzania,Yes
uniqueid_6954 x Tanzania,Yes
uniqueid_9458 x Tanzania,Yes
uniqueid_8753 x Tanzania,No
uniqueid_6964 x Tanzania,No
uniqueid_9003 x Tanzania,No
uniqueid_7357 x Tanzania,No
uniqueid_6986 x Tanzania,Yes
uniqueid_6989 x Tanzania,Yes
uniqueid_8081 x Tanzania,No
uniqueid_6999 x Tanzania,No
uniqueid_7000 x Tanzania,No
uniqueid_8007 x Tanzania,Yes
uniqueid_8574 x Tanzania,Yes
uniqueid_7016 x Tanzania,No
uniqueid_7019 x Tanzania,Yes
uniqueid_8638 x Tanzania,No
uniqueid_7155 x Tanzania,Yes
uniqueid_7027 x Tanzania,Yes
uniqueid_7048 x Tanzania,No
uniqueid_7049 x Tanzania,No
uniqueid_8164 x Tanzania,Yes
uniqueid_7061 x Tanzania,Yes
uniqueid_7511 x Tanzania,No
uniqueid_8526 x Tanzania,Yes
uniqueid_8726 x Tanzania,No
uniqueid_7693 x Tanzania,Yes
uniqueid_7679 x Tanzania,Yes
uniqueid_7080 x Tanzania,No
uniqueid_7082 x Tanzania,Yes
uniqueid_7085 x Tanzania,Yes
uniqueid_8541 x Tanzania,Yes
uniqueid_8484 x Tanzania,Yes
uniqueid_8350 x Tanzania,Yes
uniqueid_8013 x Tanzania,Yes
uniqueid_7385 x Tanzania,No
uniqueid_8997 x Tanzania,Yes
uniqueid_9239 x Tanzania,Yes
uniqueid_7114 x Tanzania,Yes
uniqueid_8026 x Tanzania,No
uniqueid_7122 x Tanzania,Yes
uniqueid_7124 x Tanzania,Yes
uniqueid_7125 x Tanzania,No
uniqueid_9098 x Tanzania,No
uniqueid_7130 x Tanzania,No
uniqueid_8995 x Tanzania,Yes
uniqueid_8259 x Tanzania,No
uniqueid_7143 x Tanzania,Yes
uniqueid_7146 x Tanzania,Yes
uniqueid_7148 x Tanzania,No
uniqueid_7153 x Tanzania,Yes
uniqueid_7154 x Tanzania,No
uniqueid_8650 x Tanzania,Yes
uniqueid_7182 x Tanzania,Yes
uniqueid_8745 x Tanzania,Yes
uniqueid_7205 x Tanzania,Yes
uniqueid_8431 x Tanzania,Yes
uniqueid_7213 x Tanzania,Yes
uniqueid_8605 x Tanzania,Yes
uniqueid_7215 x Tanzania,No
uniqueid_6962 x Tanzania,Yes
uniqueid_7228 x Tanzania,Yes
uniqueid_9273 x Tanzania,Yes
uniqueid_7236 x Tanzania,Yes
uniqueid_7246 x Tanzania,Yes
uniqueid_7254 x Tanzania,No
uniqueid_7264 x Tanzania,Yes
uniqueid_7266 x Tanzania,Yes
uniqueid_7272 x Tanzania,Yes
uniqueid_7281 x Tanzania,No
uniqueid_9331 x Tanzania,Yes
uniqueid_7591 x Tanzania,Yes
uniqueid_7288 x Tanzania,No
uniqueid_7210 x Tanzania,No
uniqueid_8485 x Tanzania,Yes
uniqueid_7337 x Tanzania,Yes
uniqueid_7302 x Tanzania,Yes
uniqueid_6913 x Tanzania,Yes
uniqueid_7321 x Tanzania,Yes
uniqueid_9439 x Tanzania,No
uniqueid_7382 x Tanzania,Yes
uniqueid_7565 x Tanzania,No
uniqueid_7345 x Tanzania,Yes
uniqueid_8178 x Tanzania,No
uniqueid_7351 x Tanzania,Yes
uniqueid_7113 x Tanzania,Yes
uniqueid_7356 x Tanzania,Yes
uniqueid_7219 x Tanzania,Yes
uniqueid_7513 x Tanzania,No
uniqueid_7259 x Tanzania,Yes
uniqueid_7383 x Tanzania,Yes
uniqueid_7404 x Tanzania,Yes
uniqueid_7405 x Tanzania,Yes
uniqueid_7203 x Tanzania,Yes
uniqueid_7412 x Tanzania,Yes
uniqueid_7415 x Tanzania,No
uniqueid_8219 x Tanzania,Yes
uniqueid_9065 x Tanzania,No
uniqueid_6815 x Tanzania,Yes
uniqueid_7686 x Tanzania,Yes
uniqueid_6893 x Tanzania,Yes
uniqueid_7076 x Tanzania,No
uniqueid_7458 x Tanzania,Yes
uniqueid_7460 x Tanzania,Yes
uniqueid_7469 x Tanzania,No
uniqueid_7470 x Tanzania,Yes
uniqueid_7369 x Tanzania,No
uniqueid_6775 x Tanzania,Yes
uniqueid_7488 x Tanzania,Yes
uniqueid_7491 x Tanzania,No
uniqueid_7497 x Tanzania,No
uniqueid_7499 x Tanzania,Yes
uniqueid_7015 x Tanzania,No
uniqueid_7375 x Tanzania,No
uniqueid_7514 x Tanzania,Yes
uniqueid_8683 x Tanzania,No
uniqueid_9320 x Tanzania,No
uniqueid_7537 x Tanzania,No
uniqueid_7538 x Tanzania,No
uniqueid_9231 x Tanzania,Yes
uniqueid_7541 x Tanzania,Yes
uniqueid_8892 x Tanzania,Yes
uniqueid_7992 x Tanzania,Yes
uniqueid_7551 x Tanzania,No
uniqueid_7555 x Tanzania,No
uniqueid_8467 x Tanzania,No
uniqueid_9200 x Tanzania,Yes
uniqueid_7562 x Tanzania,Yes
uniqueid_7566 x Tanzania,Yes
uniqueid_7573 x Tanzania,Yes
uniqueid_7479 x Tanzania,Yes
uniqueid_8422 x Tanzania,Yes
uniqueid_7587 x Tanzania,Yes
uniqueid_8355 x Tanzania,No
uniqueid_8103 x Tanzania,Yes
uniqueid_7598 x Tanzania,Yes
uniqueid_7600 x Tanzania,Yes
uniqueid_7603 x Tanzania,No
uniqueid_7608 x Tanzania,No
uniqueid_8147 x Tanzania,Yes
uniqueid_7611 x Tanzania,Yes
uniqueid_7616 x Tanzania,Yes
uniqueid_8738 x Tanzania,Yes
uniqueid_7625 x Tanzania,Yes
uniqueid_9328 x Tanzania,Yes
uniqueid_8364 x Tanzania,No
uniqueid_7518 x Tanzania,Yes
uniqueid_7506 x Tanzania,Yes
uniqueid_7662 x Tanzania,Yes
uniqueid_7848 x Tanzania,Yes
uniqueid_9398 x Tanzania,Yes
uniqueid_7195 x Tanzania,No
uniqueid_6896 x Tanzania,Yes
uniqueid_9096 x Tanzania,Yes
uniqueid_7690 x Tanzania,Yes
uniqueid_8068 x Tanzania,Yes
uniqueid_8155 x Tanzania,Yes
uniqueid_7706 x Tanzania,Yes
uniqueid_8005 x Tanzania,Yes
uniqueid_8754 x Tanzania,No
uniqueid_7720 x Tanzania,No
uniqueid_7819 x Tanzania,No
uniqueid_6892 x Tanzania,No
uniqueid_7744 x Tanzania,Yes
uniqueid_6743 x Tanzania,Yes
